,Date,Open,High,Low,Close,Return,Volatility,Cumulated_Return_5d,RSI14,Volume_ROC,ATR,Golden_Cross,Transition
0,2000-01-03 00:00:00-05:00,93.38876712603992,93.38876712603992,90.63277484154465,91.61705780029297,,,,,,,0,0
1,2000-01-04 00:00:00-05:00,90.41623609266469,90.75089231160118,87.96537143045333,88.03427124023438,-0.039106108033597375,,,,,,0,0
2,2000-01-05 00:00:00-05:00,88.1524163859231,89.15638539791107,86.45944903237479,88.19178771972656,0.001789263173001654,,,,,,0,0
3,2000-01-06 00:00:00-05:00,87.95552306685819,89.13666258879451,86.77438354492186,86.77438354492188,-0.016071838562896512,,,,,,0,0
4,2000-01-07 00:00:00-05:00,88.38865092033792,91.81395721435547,88.23116557348655,91.81395721435547,0.05807674412143382,,,,,,0,0
5,2000-01-10 00:00:00-05:00,92.12887573242188,92.54227453378532,91.36113510131837,92.12887573242188,0.003429963456766938,,0.0055864916907129025,,,,0,0
6,2000-01-11 00:00:00-05:00,91.85331774912905,92.03048874350156,90.39657846206613,91.02651977539062,-0.011965368602053994,,0.03398958715737854,,,,0,0
7,2000-01-12 00:00:00-05:00,91.08553068061853,91.08553068061853,90.00281959623685,90.12093353271484,-0.00994859789114566,,0.021874438231358928,,,,0,0
8,2000-01-13 00:00:00-05:00,91.00682016898847,91.8139323530526,90.25876497400219,91.34147644042969,0.013543389530821681,,0.05263181032157349,,,,0,0
9,2000-01-14 00:00:00-05:00,92.30608099439208,92.89665093037667,91.95173903280133,92.58168029785156,0.013577663792534667,,0.00836172524078993,,,,0,0
10,2000-01-18 00:00:00-05:00,91.55804748142732,92.36515991891142,91.45961913539267,91.85333251953125,-0.007867083163505928,,-0.002990845277336396,,,,0,0
11,2000-01-19 00:00:00-05:00,91.53832318831464,92.60134887695312,91.34146657930751,92.60134887695312,0.00814359519577379,,0.017300772406199982,,,,0,0
12,2000-01-20 00:00:00-05:00,92.58166479693793,92.58166479693793,90.59341301201539,91.1839828491211,-0.015306105634761313,,0.011795808972843824,,,,0,0
13,2000-01-21 00:00:00-05:00,91.65638023122261,91.65638023122261,90.75084039216844,90.98706817626953,-0.0021595313858727705,,-0.003880036517597718,,,2.074729142483069,0,0
14,2000-01-24 00:00:00-05:00,91.75488838462516,91.87300237954207,87.81775522072792,88.4083251953125,-0.028341862559646658,,-0.04507754762186911,42.23077556838229,-3.2752348639809914,2.1675330620772746,0,0
15,2000-01-25 00:00:00-05:00,88.51657959649553,89.41227722167969,87.5618249850355,89.41227722167969,0.011355853921553694,,-0.026575576855989658,53.81266201143263,22.90167865707433,2.0388734811347424,0,0
16,2000-01-26 00:00:00-05:00,88.82172728029293,89.16622644416819,88.25084295158538,88.70361328125,-0.007925801270810884,,-0.04209156392400237,51.37420623540496,-57.643764524261165,1.9291947600317445,0,0
17,2000-01-27 00:00:00-05:00,89.35315782373601,89.58938560383842,87.0105656710538,88.34918975830078,-0.003995592849475704,,-0.031088717582241743,54.48417234647782,75.40307040082219,1.9446619663826001,0,0
18,2000-01-28 00:00:00-05:00,87.83741944496415,88.23113266524638,85.37671181820025,85.59325408935547,-0.03119367225081293,,-0.0592811065904949,29.638926568683658,47.724539763218246,1.7970122714302386,0,0
19,2000-01-31 00:00:00-05:00,85.55392584862648,87.98510620810768,85.04209840452516,87.91620635986328,0.027139431666925118,,-0.005566430925617261,37.8133871033954,87.55246703937858,1.9228600122242077,0,0
20,2000-02-01 00:00:00-05:00,88.03424797650186,89.2547585700938,87.26650744182307,88.78230285644531,0.009851386137350815,0.021684094884748567,-0.007045725540268721,43.41784807396077,12.209976411636925,1.9411424306467069,0,0
21,2000-02-02 00:00:00-05:00,88.99881485620853,89.60906994591046,88.42793106261638,88.86101531982422,0.0008865783027296459,0.019779314543941606,0.00177447155478494,46.11636694758765,-10.159676882319735,1.948172987711878,0,0
22,2000-02-03 00:00:00-05:00,88.7429454641954,90.23905545871156,88.19174704516314,90.1996841430664,0.015064748229852265,0.020040557648688607,0.020945233225432736,46.505929019861455,55.04138960510245,1.9734808157983537,0,0
23,2000-02-04 00:00:00-05:00,90.19970354343124,90.71153075690334,89.53039103350616,89.82567596435547,-0.004146446656262293,0.019670010350473797,0.04944807765553061,41.09403560364113,-33.77435359606309,1.9467640467590823,0,0
24,2000-02-07 00:00:00-05:00,89.80599544883506,89.94379509112832,89.09731157418402,89.68788146972656,-0.001534021237798222,0.014565420130440586,0.020151860313573966,42.724717862697794,-9.905216922247051,1.9270799292223262,0,0
25,2000-02-08 00:00:00-05:00,90.69183633935663,91.06586388232337,90.47529407763903,90.90837860107422,0.013608272504012975,0.014904770064812852,0.02394706688411352,44.487137125324516,-19.836307832215528,1.9355156517188397,0,0
26,2000-02-09 00:00:00-05:00,91.00679261144931,91.00679261144931,88.98901276228781,88.99885559082031,-0.021004917694476877,0.015397720093277572,0.0015511894670572346,43.1054993950651,46.74746987120913,1.9362187934491086,0,0
27,2000-02-10 00:00:00-05:00,89.21540433702617,89.80597409212564,88.7429485329466,89.17603302001953,0.0019907832299979056,0.015263902309278966,-0.011348721813961737,44.278706731659156,7.138739431206753,1.9474677734580277,0,0
28,2000-02-11 00:00:00-05:00,89.35318017919195,89.41223713899313,86.95153048061046,87.36492919921875,-0.020309311363897464,0.015509503276553137,-0.027394692427510248,46.535756986240294,24.729957325026277,1.8335720234272077,0,0
29,2000-02-14 00:00:00-05:00,88.05400972981606,88.05400972981606,87.12878315764942,87.87683868408203,0.0058594391314159555,0.015191420669948578,-0.020192725661112076,44.72990546180528,-14.218757857681673,1.7674844759645256,0,0
30,2000-02-15 00:00:00-05:00,87.71927696140995,88.95947320211211,86.80389402184406,88.87088775634766,0.011311843793553322,0.015437742338293991,-0.02241257490321691,50.56310557927834,114.77482018572731,1.8384948266912216,0,0
31,2000-02-16 00:00:00-05:00,88.42792843743194,88.78227009190073,87.4338032401723,87.56175994873047,-0.014730670984252514,0.015529989007472926,-0.01614734967713538,47.509324648346855,-19.018191472804347,1.756942296933417,0,0
32,2000-02-17 00:00:00-05:00,88.46736524678893,88.46736524678893,87.06968324133231,87.10905456542969,-0.0051701265891166415,0.015259259856117022,-0.02317863202241588,55.61227746959248,-36.353871200550515,1.6444568730302802,0,0
33,2000-02-18 00:00:00-05:00,87.48304858483013,87.48304858483013,84.80579957323316,85.23888397216797,-0.021469301929537,0.015857574271944175,-0.024335225204644373,39.74327348231007,-12.624550781431365,1.6254741021741697,0,0
34,2000-02-22 00:00:00-05:00,85.16015372747734,85.8885230496957,84.11681388754292,85.02235412597656,-0.0025402707790274093,0.014706980083918039,-0.0324827861453616,34.84133389765445,94.9595600897873,1.6100068188800307,0,0
35,2000-02-23 00:00:00-05:00,85.43573654489059,86.59719010621514,84.7270530159468,86.02630615234375,0.011808094902661104,0.014728680530306204,-0.03200802507793932,39.364962145607024,95.28190915096924,1.6592209765210495,0,0
